y,x,m,objID,time
32,4,0,224,1
33,4,0,225,1
34,4,0,226,1
35,4,0,227,1
36,4,0,228,1
37,4,0,229,1
38,4,0,230,1
39,4,0,231,1
40,4,0,232,1
41,4,0,233,1
42,4,0,234,1
43,4,0,235,1
44,4,0,236,1
45,4,0,237,1
46,4,0,238,1
47,4,0,239,1
48,4,0,240,1
49,4,0,241,1
50,4,0,242,1
51,4,0,243,1
52,4,0,244,1
53,4,0,245,1
54,4,0,246,1
55,4,0,247,1
56,4,0,248,1
57,4,0,249,1
58,4,0,250,1
59,4,0,251,1
60,4,0,252,1
61,4,0,253,1
62,4,0,254,1
63,4,0,255,1
64,4,0,256,1
1,5,0,257,1
2,5,0,258,1
3,5,0,259,1
4,5,0,260,1
5,5,0,261,1
6,5,0,262,1
7,5,0,263,1
8,5,0,264,1
9,5,0,265,1
10,5,0,266,1
11,5,0,267,1
12,5,0,268,1
13,5,0,269,1
14,5,0,270,1
15,5,0,271,1
16,5,0,272,1
17,5,0,273,1
18,5,0,274,1
19,5,0,275,1
20,5,0,276,1
21,5,0,277,1
22,5,0,278,1
23,5,0,279,1
24,5,0,280,1
25,5,0,281,1
26,5,0,282,1
27,5,0,283,1
28,5,0,284,1
29,5,0,285,1
30,5,0,286,1
31,5,0,287,1
32,5,0,288,1
33,5,0,289,1
34,5,0,290,1
35,5,0,291,1
36,5,0,292,1
37,5,0,293,1
38,5,0,294,1
39,5,0,295,1
40,5,0,296,1
41,5,0,297,1
42,5,0,298,1
43,5,0,299,1
44,5,0,300,1
45,5,0,301,1
46,5,0,302,1
47,5,0,303,1
48,5,0,304,1
49,5,0,305,1
50,5,0,306,1
51,5,0,307,1
52,5,0,308,1
53,5,0,309,1
54,5,0,310,1
55,5,0,311,1
56,5,0,312,1
57,5,0,313,1
58,5,0,314,1
59,5,0,315,1
60,5,0,316,1
61,5,0,317,1
62,5,0,318,1
63,5,0,319,1
64,5,0,320,1
1,6,0,321,1
2,6,0,322,1
3,6,0,323,1
4,6,0,324,1
5,6,0,325,1
6,6,0,326,1
7,6,0,327,1
8,6,0,328,1
9,6,0,329,1
10,6,0,330,1
11,6,0,331,1
12,6,0,332,1
13,6,0,333,1
14,6,0,334,1
15,6,0,335,1
16,6,0,336,1
17,6,0,337,1
18,6,0,338,1
19,6,0,339,1
20,6,0,340,1
21,6,0,341,1
22,6,0,342,1
23,6,0,343,1
24,6,0,344,1
25,6,0,345,1
26,6,0,346,1
27,6,0,347,1
28,6,0,348,1
29,6,0,349,1
30,6,0,350,1
31,6,0,351,1
32,6,0,352,1
33,6,0,353,1
34,6,0,354,1
35,6,0,355,1
36,6,0,356,1
37,6,0,357,1
38,6,0,358,1
39,6,0,359,1
40,6,0,360,1
41,6,0,361,1
42,6,0,362,1
43,6,0,363,1
44,6,0,364,1
45,6,0,365,1
46,6,0,366,1
47,6,0,367,1
48,6,0,368,1
49,6,0,369,1
50,6,0,370,1
51,6,0,371,1
52,6,0,372,1
53,6,0,373,1
54,6,0,374,1
55,6,0,375,1
56,6,0,376,1
57,6,0,377,1
58,6,0,378,1
59,6,0,379,1
60,6,0,380,1
61,6,0,381,1
62,6,0,382,1
63,6,0,383,1
64,6,0,384,1
1,7,0,385,1
2,7,0,386,1
3,7,0,387,1
4,7,0,388,1
5,7,0,389,1
6,7,0,390,1
7,7,0,391,1
8,7,0,392,1
9,7,0,393,1
10,7,0,394,1
11,7,0,395,1
12,7,0,396,1
13,7,0,397,1
14,7,0,398,1
15,7,0,399,1
16,7,0,400,1
17,7,0,401,1
18,7,0,402,1
19,7,0,403,1
20,7,0,404,1
21,7,0,405,1
22,7,0,406,1
23,7,0,407,1
24,7,0,408,1
25,7,0,409,1
26,7,0,410,1
27,7,0,411,1
28,7,0,412,1
29,7,0,413,1
30,7,0,414,1
31,7,0,415,1
32,7,0,416,1
33,7,0,417,1
34,7,0,418,1
35,7,0,419,1
36,7,0,420,1
37,7,0,421,1
38,7,0,422,1
39,7,0,423,1
40,7,0,424,1
41,7,0,425,1
42,7,0,426,1
43,7,0,427,1
44,7,0,428,1
45,7,0,429,1
46,7,0,430,1
47,7,0,431,1
48,7,0,432,1
49,7,0,433,1
50,7,0,434,1
51,7,0,435,1
52,7,0,436,1
53,7,0,437,1
54,7,0,438,1
55,7,0,439,1
56,7,0,440,1
57,7,0,441,1
58,7,0,442,1
59,7,0,443,1
60,7,0,444,1
61,7,0,445,1
62,7,0,446,1
63,7,0,447,1
64,7,0,448,1
1,8,0,449,1
2,8,0,450,1
3,8,0,451,1
4,8,0,452,1
5,8,0,453,1
6,8,0,454,1
7,8,0,455,1
8,8,0,456,1
9,8,0,457,1
10,8,0,458,1
11,8,0,459,1
12,8,0,460,1
13,8,0,461,1
14,8,0,462,1
15,8,0,463,1
16,8,0,464,1
17,8,0,465,1
18,8,0,466,1
19,8,0,467,1
20,8,0,468,1
21,8,0,469,1
22,8,0,470,1
23,8,0,471,1
24,8,0,472,1
25,8,0,473,1
26,8,0,474,1
27,8,0,475,1
28,8,0,476,1
29,8,0,477,1
30,8,0,478,1
31,8,0,479,1
32,8,0,480,1
33,8,0,481,1
34,8,0,482,1
35,8,0,483,1
36,8,0,484,1
37,8,0,485,1
38,8,0,486,1
39,8,0,487,1
40,8,0,488,1
41,8,0,489,1
42,8,0,490,1
43,8,0,491,1
44,8,0,492,1
45,8,0,493,1
46,8,0,494,1
47,8,0,495,1
48,8,0,496,1
49,8,0,497,1
50,8,0,498,1
51,8,0,499,1
52,8,0,500,1
53,8,0,501,1
54,8,0,502,1
55,8,0,503,1
56,8,0,504,1
57,8,0,505,1
58,8,0,506,1
59,8,0,507,1
60,8,0,508,1
61,8,0,509,1
62,8,0,510,1
63,8,0,511,1
64,8,0,512,1
1,9,0,513,1
2,9,0,514,1
3,9,0,515,1
4,9,0,516,1
5,9,0,517,1
6,9,0,518,1
7,9,0,519,1
8,9,0,520,1
9,9,0,521,1
10,9,0,522,1
11,9,0,523,1
12,9,0,524,1
13,9,0,525,1
14,9,0,526,1
15,9,0,527,1
16,9,0,528,1
17,9,0,529,1
18,9,0,530,1
19,9,0,531,1
20,9,0,532,1
21,9,0,533,1
22,9,0,534,1
23,9,0,535,1
24,9,0,536,1
25,9,0,537,1
26,9,0,538,1
27,9,0,539,1
28,9,0,540,1
29,9,0,541,1
30,9,0,542,1
31,9,0,543,1
32,9,0,544,1
33,9,0,545,1
34,9,0,546,1
35,9,0,547,1
36,9,0,548,1
37,9,0,549,1
38,9,0,550,1
39,9,0,551,1
40,9,0,552,1
41,9,0,553,1
42,9,0,554,1
43,9,0,555,1
44,9,0,556,1
45,9,0,557,1
46,9,0,558,1
47,9,0,559,1
48,9,0,560,1
49,9,0,561,1
50,9,0,562,1
51,9,0,563,1
52,9,0,564,1
53,9,0,565,1
54,9,0,566,1
55,9,0,567,1
56,9,0,568,1
57,9,0,569,1
58,9,0,570,1
59,9,0,571,1
60,9,0,572,1
61,9,0,573,1
62,9,0,574,1
63,9,0,575,1
64,9,0,576,1
1,10,0,577,1
2,10,0,578,1
3,10,0,579,1
4,10,0,580,1
5,10,0,581,1
6,10,0,582,1
7,10,0,583,1
8,10,0,584,1
9,10,0,585,1
10,10,0,586,1
11,10,0,587,1
12,10,0,588,1
13,10,0,589,1
14,10,0,590,1
15,10,0,591,1
16,10,0,592,1
17,10,0,593,1
18,10,0,594,1
19,10,0,595,1
20,10,0,596,1
21,10,0,597,1
22,10,0,598,1
23,10,0,599,1
24,10,0,600,1
25,10,0,601,1
26,10,0,602,1
27,10,0,603,1
28,10,0,604,1
29,10,0,605,1
30,10,0,606,1
31,10,0,607,1
32,10,0,608,1
33,10,0,609,1
34,10,0,610,1
35,10,0,611,1
36,10,0,612,1
37,10,0,613,1
38,10,0,614,1
39,10,0,615,1
40,10,0,616,1
41,10,0,617,1
42,10,0,618,1
43,10,0,619,1
44,10,0,620,1
45,10,0,621,1
46,10,0,622,1
47,10,0,623,1
48,10,0,624,1
49,10,0,625,1
50,10,0,626,1
51,10,0,627,1
52,10,0,628,1
53,10,0,629,1
54,10,0,630,1
55,10,0,631,1
56,10,0,632,1
57,10,0,633,1
58,10,0,634,1
59,10,0,635,1
60,10,0,636,1
61,10,0,637,1
62,10,0,638,1
63,10,0,639,1
64,10,0,640,1
1,11,0,641,1
2,11,0,642,1
3,11,0,643,1
4,11,0,644,1
5,11,0,645,1
6,11,0,646,1
7,11,0,647,1
8,11,0,648,1
9,11,0,649,1
10,11,0,650,1
11,11,0,651,1
12,11,0,652,1
13,11,0,653,1
14,11,0,654,1
15,11,0,655,1
16,11,0,656,1
17,11,0,657,1
18,11,0,658,1
19,11,0,659,1
20,11,0,660,1
21,11,0,661,1
22,11,0,662,1
23,11,0,663,1
24,11,0,664,1
25,11,0,665,1
26,11,0,666,1
27,11,0,667,1
28,11,0,668,1
29,11,0,669,1
30,11,0,670,1
31,11,0,671,1
32,11,0,672,1
33,11,0,673,1
34,11,0,674,1
35,11,0,675,1
36,11,0,676,1
37,11,0,677,1
38,11,0,678,1
39,11,0,679,1
40,11,0,680,1
41,11,0,681,1
42,11,0,682,1
43,11,0,683,1
44,11,0,684,1
45,11,0,685,1
46,11,0,686,1
47,11,0,687,1
48,11,0,688,1
49,11,0,689,1
50,11,0,690,1
51,11,0,691,1
52,11,0,692,1
53,11,0,693,1
54,11,0,694,1
55,11,0,695,1
56,11,0,696,1
57,11,0,697,1
58,11,0,698,1
59,11,0,699,1
60,11,0,700,1
61,11,0,701,1
62,11,0,702,1
63,11,0,703,1
64,11,0,704,1
1,12,0,705,1
2,12,0,706,1
3,12,0,707,1
4,12,0,708,1
5,12,0,709,1
6,12,0,710,1
7,12,0,711,1
8,12,0,712,1
9,12,0,713,1
10,12,0,714,1
11,12,0,715,1
12,12,0,716,1
13,12,0,717,1
14,12,0,718,1
15,12,0,719,1
16,12,0,720,1
17,12,0,721,1
18,12,0,722,1
19,12,0,723,1
20,12,0,724,1
21,12,0,725,1
22,12,0,726,1
23,12,0,727,1
24,12,0,728,1
25,12,0,729,1
26,12,0,730,1
27,12,0,731,1
28,12,0,732,1
29,12,0,733,1
30,12,0,734,1
31,12,0,735,1
32,12,0,736,1
33,12,0,737,1
34,12,0,738,1
35,12,0,739,1
36,12,0,740,1
37,12,0,741,1
38,12,0,742,1
39,12,0,743,1
40,12,0,744,1
41,12,0,745,1
42,12,0,746,1
43,12,0,747,1
44,12,0,748,1
45,12,0,749,1
46,12,0,750,1
47,12,0,751,1
48,12,0,752,1
49,12,0,753,1
50,12,0,754,1
51,12,0,755,1
52,12,0,756,1
53,12,0,757,1
54,12,0,758,1
55,12,0,759,1
56,12,0,760,1
57,12,0,761,1
58,12,0,762,1
59,12,0,763,1
60,12,0,764,1
61,12,0,765,1
62,12,0,766,1
63,12,0,767,1
64,12,0,768,1
1,13,0,769,1
2,13,0,770,1
3,13,0,771,1
4,13,0,772,1
5,13,0,773,1
6,13,0,774,1
7,13,0,775,1
8,13,0,776,1
9,13,0,777,1
10,13,0,778,1
11,13,0,779,1
12,13,0,780,1
13,13,0,781,1
14,13,0,782,1
15,13,0,783,1
16,13,0,784,1
17,13,0,785,1
18,13,0,786,1
19,13,0,787,1
20,13,0,788,1
21,13,0,789,1
22,13,0,790,1
23,13,0,791,1
24,13,0,792,1
25,13,0,793,1
26,13,0,794,1
27,13,0,795,1
28,13,0,796,1
29,13,0,797,1
30,13,0,798,1
31,13,0,799,1
32,13,0,800,1
33,13,0,801,1
34,13,0,802,1
35,13,0,803,1
36,13,0,804,1
37,13,0,805,1
38,13,0,806,1
39,13,0,807,1
40,13,0,808,1
41,13,0,809,1
42,13,0,810,1
43,13,0,811,1
44,13,0,812,1
45,13,0,813,1
46,13,0,814,1
47,13,0,815,1
48,13,0,816,1
49,13,0,817,1
50,13,0,818,1
51,13,0,819,1
52,13,0,820,1
53,13,0,821,1
54,13,0,822,1
55,13,0,823,1
56,13,0,824,1
57,13,0,825,1
58,13,0,826,1
59,13,0,827,1
60,13,0,828,1
61,13,0,829,1
62,13,0,830,1
63,13,0,831,1
64,13,0,832,1
1,14,0,833,1
2,14,0,834,1
3,14,0,835,1
4,14,0,836,1
5,14,0,837,1
6,14,0,838,1
7,14,0,839,1
8,14,0,840,1
9,14,0,841,1
10,14,0,842,1
11,14,0,843,1
12,14,0,844,1
13,14,0,845,1
14,14,0,846,1
15,14,0,847,1
16,14,0,848,1
17,14,0,849,1
18,14,0,850,1
19,14,0,851,1
20,14,0,852,1
21,14,0,853,1
22,14,0,854,1
23,14,0,855,1
24,14,0,856,1
25,14,0,857,1
26,14,0,858,1
27,14,0,859,1
28,14,0,860,1
29,14,0,861,1
30,14,0,862,1
31,14,0,863,1
32,14,0,864,1
33,14,0,865,1
34,14,0,866,1
35,14,0,867,1
36,14,0,868,1
37,14,0,869,1
38,14,0,870,1
39,14,0,871,1
40,14,0,872,1
41,14,0,873,1
42,14,0,874,1
43,14,0,875,1
44,14,0,876,1
45,14,0,877,1
46,14,0,878,1
47,14,0,879,1
48,14,0,880,1
49,14,0,881,1
50,14,0,882,1
51,14,0,883,1
52,14,0,884,1
53,14,0,885,1
54,14,0,886,1
55,14,0,887,1
56,14,0,888,1
57,14,0,889,1
58,14,0,890,1
59,14,0,891,1
60,14,0,892,1
61,14,0,893,1
62,14,0,894,1
63,14,0,895,1
64,14,0,896,1
1,15,0,897,1
2,15,0,898,1
3,15,0,899,1
4,15,0,900,1
5,15,0,901,1
6,15,0,902,1
7,15,0,903,1
8,15,0,904,1
9,15,0,905,1
10,15,0,906,1
11,15,0,907,1
12,15,0,908,1
13,15,0,909,1
14,15,0,910,1
15,15,0,911,1
16,15,0,912,1
17,15,0,913,1
18,15,0,914,1
19,15,0,915,1
20,15,0,916,1
21,15,0,917,1
22,15,0,918,1
23,15,0,919,1
24,15,0,920,1
25,15,0,921,1
26,15,0,922,1
27,15,0,923,1
28,15,0,924,1
29,15,0,925,1
30,15,0,926,1
31,15,0,927,1
32,15,0,928,1
33,15,0,929,1
34,15,0,930,1
35,15,0,931,1
36,15,0,932,1
37,15,0,933,1
38,15,0,934,1
39,15,0,935,1
40,15,0,936,1
41,15,0,937,1
42,15,0,938,1
43,15,0,939,1
44,15,0,940,1
45,15,0,941,1
46,15,0,942,1
47,15,0,943,1
48,15,0,944,1
49,15,0,945,1
50,15,0,946,1
51,15,0,947,1
52,15,0,948,1
53,15,0,949,1
54,15,0,950,1
55,15,0,951,1
56,15,0,952,1
57,15,0,953,1
58,15,0,954,1
59,15,0,955,1
60,15,0,956,1
61,15,0,957,1
62,15,0,958,1
63,15,0,959,1
64,15,0,960,1
1,16,0,961,1
2,16,0,962,1
3,16,0,963,1
4,16,0,964,1
5,16,0,965,1
6,16,0,966,1
7,16,0,967,1
8,16,0,968,1
9,16,0,969,1
10,16,0,970,1
11,16,0,971,1
12,16,0,972,1
13,16,0,973,1
14,16,0,974,1
15,16,0,975,1
16,16,0,976,1
17,16,0,977,1
18,16,0,978,1
19,16,0,979,1
20,16,0,980,1
21,16,0,981,1
22,16,0,982,1
23,16,0,983,1
24,16,0,984,1
25,16,0,985,1
26,16,0,986,1
27,16,0,987,1
28,16,0,988,1
29,16,0,989,1
30,16,0,990,1
31,16,0,991,1
32,16,0,992,1
33,16,0,993,1
34,16,0,994,1
35,16,0,995,1
36,16,0,996,1
37,16,0,997,1
38,16,0,998,1
39,16,0,999,1
40,16,0,1000,1
41,16,0,1001,1
42,16,0,1002,1
43,16,0,1003,1
44,16,0,1004,1
45,16,0,1005,1
46,16,0,1006,1
47,16,0,1007,1
48,16,0,1008,1
49,16,0,1009,1
50,16,0,1010,1
51,16,0,1011,1
52,16,0,1012,1
53,16,0,1013,1
54,16,0,1014,1
55,16,0,1015,1
56,16,0,1016,1
57,16,0,1017,1
58,16,0,1018,1
59,16,0,1019,1
60,16,0,1020,1
61,16,0,1021,1
62,16,0,1022,1
63,16,0,1023,1
64,16,0,1024,1
1,17,0,1025,1
2,17,0,1026,1
3,17,0,1027,1
4,17,0,1028,1
5,17,0,1029,1
6,17,0,1030,1
7,17,0,1031,1
8,17,0,1032,1
9,17,0,1033,1
10,17,0,1034,1
11,17,0,1035,1
12,17,0,1036,1
13,17,0,1037,1
14,17,0,1038,1
15,17,0,1039,1
16,17,0,1040,1
17,17,0,1041,1
18,17,0,1042,1
19,17,0,1043,1
20,17,0,1044,1
21,17,0,1045,1
22,17,0,1046,1
23,17,0,1047,1
24,17,0,1048,1
25,17,0,1049,1
26,17,0,1050,1
27,17,0,1051,1
28,17,0,1052,1
29,17,0,1053,1
30,17,0,1054,1
31,17,0,1055,1
32,17,0,1056,1
33,17,0,1057,1
34,17,0,1058,1
35,17,0,1059,1
36,17,0,1060,1
37,17,0,1061,1
38,17,0,1062,1
39,17,0,1063,1
40,17,0,1064,1
41,17,0,1065,1
42,17,0,1066,1
43,17,0,1067,1
44,17,0,1068,1
45,17,0,1069,1
46,17,0,1070,1
47,17,0,1071,1
48,17,0,1072,1
49,17,0,1073,1
50,17,0,1074,1
51,17,0,1075,1
52,17,0,1076,1
53,17,0,1077,1
54,17,0,1078,1
55,17,0,1079,1
56,17,0,1080,1
57,17,0,1081,1
58,17,0,1082,1
59,17,0,1083,1
60,17,0,1084,1
61,17,0,1085,1
62,17,0,1086,1
63,17,0,1087,1
64,17,0,1088,1
1,18,0,1089,1
2,18,0,1090,1
3,18,0,1091,1
4,18,0,1092,1
5,18,0,1093,1
6,18,0,1094,1
7,18,0,1095,1
8,18,0,1096,1
9,18,0,1097,1
10,18,0,1098,1
11,18,0,1099,1
12,18,0,1100,1
13,18,0,1101,1
14,18,0,1102,1
15,18,0,1103,1
16,18,0,1104,1
17,18,0,1105,1
18,18,0,1106,1
19,18,0,1107,1
20,18,0,1108,1
21,18,0,1109,1
22,18,0,1110,1
23,18,0,1111,1
24,18,0,1112,1
25,18,0,1113,1
26,18,0,1114,1
27,18,0,1115,1
28,18,0,1116,1
29,18,0,1117,1
30,18,0,1118,1
31,18,0,1119,1
32,18,0,1120,1
33,18,0,1121,1
34,18,0,1122,1
35,18,0,1123,1
36,18,0,1124,1
37,18,0,1125,1
38,18,0,1126,1
39,18,0,1127,1
40,18,0,1128,1
41,18,0,1129,1
42,18,0,1130,1
43,18,0,1131,1
44,18,0,1132,1
45,18,0,1133,1
46,18,0,1134,1
47,18,0,1135,1
48,18,0,1136,1
49,18,0,1137,1
50,18,0,1138,1
51,18,0,1139,1
52,18,0,1140,1
53,18,0,1141,1
54,18,0,1142,1
55,18,0,1143,1
56,18,0,1144,1
57,18,0,1145,1
58,18,0,1146,1
59,18,0,1147,1
60,18,0,1148,1
61,18,0,1149,1
62,18,0,1150,1
63,18,0,1151,1
64,18,0,1152,1
1,19,0,1153,1
2,19,0,1154,1
3,19,0,1155,1
4,19,0,1156,1
5,19,0,1157,1
6,19,0,1158,1
7,19,0,1159,1
8,19,0,1160,1
9,19,0,1161,1
10,19,0,1162,1
11,19,0,1163,1
12,19,0,1164,1
13,19,0,1165,1
14,19,0,1166,1
15,19,0,1167,1
16,19,0,1168,1
17,19,0,1169,1
18,19,0,1170,1
19,19,0,1171,1
20,19,0,1172,1
21,19,0,1173,1
22,19,0,1174,1
23,19,0,1175,1
24,19,0,1176,1
25,19,0,1177,1
26,19,0,1178,1
27,19,0,1179,1
28,19,0,1180,1
29,19,0,1181,1
30,19,0,1182,1
31,19,0,1183,1
32,19,0,1184,1
33,19,0,1185,1
34,19,0,1186,1
35,19,0,1187,1
36,19,0,1188,1
37,19,0,1189,1
38,19,0,1190,1
39,19,0,1191,1
40,19,0,1192,1
41,19,0,1193,1
42,19,0,1194,1
43,19,0,1195,1
44,19,0,1196,1
45,19,0,1197,1
46,19,0,1198,1
47,19,0,1199,1
48,19,0,1200,1
49,19,0,1201,1
50,19,0,1202,1
51,19,0,1203,1
52,19,0,1204,1
53,19,0,1205,1
54,19,0,1206,1
55,19,0,1207,1
56,19,0,1208,1
57,19,0,1209,1
58,19,0,1210,1
59,19,0,1211,1
60,19,0,1212,1
61,19,0,1213,1
62,19,0,1214,1
63,19,0,1215,1
64,19,0,1216,1
1,20,0,1217,1
2,20,0,1218,1
3,20,0,1219,1
4,20,0,1220,1
5,20,0,1221,1
6,20,0,1222,1
7,20,0,1223,1
8,20,0,1224,1
9,20,0,1225,1
10,20,0,1226,1
11,20,0,1227,1
12,20,0,1228,1
13,20,0,1229,1
14,20,0,1230,1
15,20,0,1231,1
16,20,0,1232,1
17,20,0,1233,1
18,20,0,1234,1
19,20,0,1235,1
20,20,0,1236,1
21,20,0,1237,1
22,20,0,1238,1
23,20,0,1239,1
24,20,0,1240,1
25,20,0,1241,1
26,20,0,1242,1
27,20,0,1243,1
28,20,0,1244,1
29,20,0,1245,1
30,20,0,1246,1
31,20,0,1247,1
32,20,0,1248,1
33,20,0,1249,1
34,20,0,1250,1
35,20,0,1251,1
36,20,0,1252,1
37,20,0,1253,1
38,20,0,1254,1
39,20,0,1255,1
40,20,0,1256,1
41,20,0,1257,1
42,20,0,1258,1
43,20,0,1259,1
44,20,0,1260,1
45,20,0,1261,1
46,20,0,1262,1
47,20,0,1263,1
48,20,0,1264,1
49,20,0,1265,1
50,20,0,1266,1
51,20,0,1267,1
52,20,0,1268,1
53,20,0,1269,1
54,20,0,1270,1
55,20,0,1271,1
56,20,0,1272,1
57,20,0,1273,1
58,20,0,1274,1
59,20,0,1275,1
60,20,0,1276,1
61,20,0,1277,1
62,20,0,1278,1
63,20,0,1279,1
64,20,0,1280,1
1,21,0,1281,1
2,21,0,1282,1
3,21,0,1283,1
4,21,0,1284,1
5,21,0,1285,1
6,21,0,1286,1
7,21,0,1287,1
8,21,0,1288,1
9,21,0,1289,1
10,21,0,1290,1
11,21,0,1291,1
12,21,0,1292,1
13,21,0,1293,1
14,21,0,1294,1
15,21,0,1295,1
16,21,0,1296,1
17,21,0,1297,1
18,21,0,1298,1
19,21,0,1299,1
20,21,0,1300,1
21,21,0,1301,1
22,21,0,1302,1
23,21,0,1303,1
24,21,0,1304,1
25,21,0,1305,1
26,21,0,1306,1
27,21,0,1307,1
28,21,0,1308,1
29,21,0,1309,1
30,21,0,1310,1
31,21,0,1311,1
32,21,0,1312,1
33,21,0,1313,1
34,21,0,1314,1
35,21,0,1315,1
36,21,0,1316,1
37,21,0,1317,1
38,21,0,1318,1
39,21,0,1319,1
40,21,0,1320,1
41,21,0,1321,1
42,21,0,1322,1
43,21,0,1323,1
44,21,0,1324,1
45,21,0,1325,1
46,21,0,1326,1
47,21,0,1327,1
48,21,0,1328,1
49,21,0,1329,1
50,21,0,1330,1
51,21,0,1331,1
52,21,0,1332,1
53,21,0,1333,1
54,21,0,1334,1
55,21,0,1335,1
56,21,0,1336,1
57,21,0,1337,1
58,21,0,1338,1
59,21,0,1339,1
60,21,0,1340,1
61,21,0,1341,1
62,21,0,1342,1
63,21,0,1343,1
64,21,0,1344,1
1,22,0,1345,1
2,22,0,1346,1
3,22,0,1347,1
4,22,0,1348,1
5,22,0,1349,1
6,22,0,1350,1
7,22,0,1351,1
8,22,0,1352,1
9,22,0,1353,1
10,22,0,1354,1
11,22,0,1355,1
12,22,0,1356,1
13,22,0,1357,1
14,22,0,1358,1
15,22,0,1359,1
16,22,0,1360,1
17,22,0,1361,1
